x_curr,y_curr,x_prev,y_prev
-3.64809e+09,5.64596e-39,-3.12523e+09,1.04827e-38
-4.25843e+09,3.0409e-39,-3.64809e+09,5.64596e-39
-4.97088e+09,1.63782e-39,-4.25843e+09,3.0409e-39
-5.80253e+09,8.82125e-40,-4.97088e+09,1.63782e-39
-6.77332e+09,4.7511e-40,-5.80253e+09,8.82125e-40
-7.90652e+09,2.55893e-40,-6.77332e+09,4.7511e-40
-9.22931e+09,1.37823e-40,-7.90652e+09,2.55893e-40
-1.07734e+10,7.42312e-41,-9.22931e+09,1.37823e-40
-1.25758e+10,3.99807e-41,-1.07734e+10,7.42312e-41
-1.46798e+10,2.15335e-41,-1.25758e+10,3.99807e-41
-1.71358e+10,1.15979e-41,-1.46798e+10,2.15335e-41
-2.00027e+10,6.24659e-42,-1.71358e+10,1.15979e-41
-2.33493e+10,3.3644e-42,-2.00027e+10,6.24659e-42
-2.72557e+10,1.81205e-42,-2.33493e+10,3.3644e-42
-3.18157e+10,9.75968e-43,-2.72557e+10,1.81205e-42
-3.71386e+10,5.25654e-43,-3.18157e+10,9.75968e-43
-4.3352e+10,2.83116e-43,-3.71386e+10,5.25654e-43
-5.0605e+10,1.52485e-43,-4.3352e+10,2.83116e-43
-5.90714e+10,8.21281e-44,-5.0605e+10,1.52485e-43
-6.89542e+10,4.4234e-44,-5.90714e+10,8.21281e-44
-8.04906e+10,2.38243e-44,-6.89542e+10,4.4234e-44
-9.39569e+10,1.28317e-44,-8.04906e+10,2.38243e-44
-1.09676e+11,6.91112e-45,-9.39569e+10,1.28317e-44
-1.28026e+11,3.72231e-45,-1.09676e+11,6.91112e-45
-1.49445e+11,2.00483e-45,-1.28026e+11,3.72231e-45
-1.74448e+11,1.07979e-45,-1.49445e+11,2.00483e-45
-2.03633e+11,5.81574e-46,-1.74448e+11,1.07979e-45
-2.37702e+11,3.13234e-46,-2.03633e+11,5.81574e-46
-2.7747e+11,1.68707e-46,-2.37702e+11,3.13234e-46
-3.23892e+11,9.08652e-47,-2.7747e+11,1.68707e-46
-3.78081e+11,4.89397e-47,-3.23892e+11,9.08652e-47
-4.41335e+11,2.63588e-47,-3.78081e+11,4.89397e-47
-5.15172e+11,1.41968e-47,-4.41335e+11,2.63588e-47
-6.01363e+11,7.64635e-48,-5.15172e+11,1.41968e-47
-7.01973e+11,4.1183e-48,-6.01363e+11,7.64635e-48
-8.19416e+11,2.21811e-48,-7.01973e+11,4.1183e-48
-9.56507e+11,1.19467e-48,-8.19416e+11,2.21811e-48
-1.11653e+12,6.43444e-49,-9.56507e+11,1.19467e-48
-1.30334e+12,3.46557e-49,-1.11653e+12,6.43444e-49
-1.52139e+12,1.86655e-49,-1.30334e+12,3.46557e-49
-1.77592e+12,1.00532e-49,-1.52139e+12,1.86655e-49
-2.07304e+12,5.41461e-50,-1.77592e+12,1.00532e-49
-2.41987e+12,2.91629e-50,-2.07304e+12,5.41461e-50
-2.82472e+12,1.57071e-50,-2.41987e+12,2.91629e-50
-3.29731e+12,8.45979e-51,-2.82472e+12,1.57071e-50
-3.84897e+12,4.55642e-51,-3.29731e+12,8.45979e-51
-4.49291e+12,2.45408e-51,-3.84897e+12,4.55642e-51
-5.2446e+12,1.32176e-51,-4.49291e+12,2.45408e-51
-6.12204e+12,7.11895e-52,-5.2446e+12,1.32176e-51
-7.14628e+12,3.83425e-52,-6.12204e+12,7.11895e-52
-8.34188e+12,2.06512e-52,-7.14628e+12,3.83425e-52
-9.73751e+12,1.11227e-52,-8.34188e+12,2.06512e-52
-1.13666e+13,5.99063e-53,-9.73751e+12,1.11227e-52
-1.32683e+13,3.22654e-53,-1.13666e+13,5.99063e-53
-1.54882e+13,1.7378e-53,-1.32683e+13,3.22654e-53
-1.80794e+13,9.35977e-54,-1.54882e+13,1.7378e-53
-2.11041e+13,5.04115e-54,-1.80794e+13,9.35977e-54
-2.46349e+13,2.71515e-54,-2.11041e+13,5.04115e-54
-2.87565e+13,1.46237e-54,-2.46349e+13,2.71515e-54
-3.35675e+13,7.87629e-55,-2.87565e+13,1.46237e-54
-3.91835e+13,4.24215e-55,-3.35675e+13,7.87629e-55
-4.57391e+13,2.28481e-55,-3.91835e+13,4.24215e-55
-5.33914e+13,1.23059e-55,-4.57391e+13,2.28481e-55
-6.2324e+13,6.62793e-56,-5.33914e+13,1.23059e-55
-7.27511e+13,3.56979e-56,-6.2324e+13,6.62793e-56
-8.49226e+13,1.92268e-56,-7.27511e+13,3.56979e-56
-9.91305e+13,1.03555e-56,-8.49226e+13,1.92268e-56
-1.15715e+14,5.57744e-57,-9.91305e+13,1.03555e-56
-1.35075e+14,3.00399e-57,-1.15715e+14,5.57744e-57
-1.57674e+14,1.61794e-57,-1.35075e+14,3.00399e-57
-1.84053e+14,8.71419e-58,-1.57674e+14,1.61794e-57
-2.14846e+14,4.69344e-58,-1.84053e+14,8.71419e-58
-2.50791e+14,2.52787e-58,-2.14846e+14,4.69344e-58
-2.92749e+14,1.36151e-58,-2.50791e+14,2.52787e-58
-3.41727e+14,7.33303e-59,-2.92749e+14,1.36151e-58
-3.98899e+14,3.94955e-59,-3.41727e+14,7.33303e-59
-4.65636e+14,2.12722e-59,-3.98899e+14,3.94955e-59
-5.43539e+14,1.14571e-59,-4.65636e+14,2.12722e-59
-6.34476e+14,6.17078e-60,-5.43539e+14,1.14571e-59
-7.40626e+14,3.32357e-60,-6.34476e+14,6.17078e-60
-8.64536e+14,1.79006e-60,-7.40626e+14,3.32357e-60
-1.00918e+15,9.64124e-61,-8.64536e+14,1.79006e-60
-1.17801e+15,5.19274e-61,-1.00918e+15,9.64124e-61
-1.3751e+15,2.7968e-61,-1.17801e+15,5.19274e-61
-1.60516e+15,1.50635e-61,-1.3751e+15,2.7968e-61
-1.87371e+15,8.11315e-62,-1.60516e+15,1.50635e-61
-2.18719e+15,4.36972e-62,-1.87371e+15,8.11315e-62
-2.55312e+15,2.35352e-62,-2.18719e+15,4.36972e-62
-2.98026e+15,1.2676e-62,-2.55312e+15,2.35352e-62
-3.47887e+15,6.82725e-63,-2.98026e+15,1.2676e-62
-4.0609e+15,3.67714e-63,-3.47887e+15,6.82725e-63
-4.74031e+15,1.9805e-63,-4.0609e+15,3.67714e-63
-5.53338e+15,1.06669e-63,-4.74031e+15,1.9805e-63
-6.45914e+15,5.74516e-64,-5.53338e+15,1.06669e-63
-7.53977e+15,3.09433e-64,-6.45914e+15,5.74516e-64
-8.80121e+15,1.6666e-64,-7.53977e+15,3.09433e-64
-1.02737e+16,8.97625e-65,-8.80121e+15,1.6666e-64
-1.19925e+16,4.83458e-65,-1.02737e+16,8.97625e-65
-1.39989e+16,2.60389e-65,-1.19925e+16,4.83458e-65
-1.6341e+16,1.40245e-65,-1.39989e+16,2.60389e-65
-1.90749e+16,7.55355e-66,-1.6341e+16,1.40245e-65
-2.22662e+16,4.06832e-66,-1.90749e+16,7.55355e-66
-2.59914e+16,2.19119e-66,-2.22662e+16,4.06832e-66
-3.03399e+16,1.18017e-66,-2.59914e+16,2.19119e-66
-3.54159e+16,6.35635e-67,-3.03399e+16,1.18017e-66
-4.13411e+16,3.42351e-67,-3.54159e+16,6.35635e-67
-4.82576e+16,1.84389e-67,-4.13411e+16,3.42351e-67
-5.63313e+16,9.93117e-68,-4.82576e+16,1.84389e-67
-6.57558e+16,5.3489e-68,-5.63313e+16,9.93117e-68
-7.6757e+16,2.8809e-68,-6.57558e+16,5.3489e-68
-8.95987e+16,1.55165e-68,-7.6757e+16,2.8809e-68
-1.04589e+17,8.35712e-69,-8.95987e+16,1.55165e-68
-1.22087e+17,4.50112e-69,-1.04589e+17,8.35712e-69
-1.42513e+17,2.42429e-69,-1.22087e+17,4.50112e-69
-1.66356e+17,1.30572e-69,-1.42513e+17,2.42429e-69
-1.94188e+17,7.03256e-70,-1.66356e+17,1.30572e-69
-2.26676e+17,3.78772e-70,-1.94188e+17,7.03256e-70
-2.646e+17,2.04005e-70,-2.26676e+17,3.78772e-70
-3.08868e+17,1.09877e-70,-2.646e+17,2.04005e-70
-3.60543e+17,5.91793e-71,-3.08868e+17,1.09877e-70
-4.20864e+17,3.18738e-71,-3.60543e+17,5.91793e-71
-4.91276e+17,1.71671e-71,-4.20864e+17,3.18738e-71
-5.73468e+17,9.24618e-72,-4.91276e+17,1.71671e-71
-6.69412e+17,4.97997e-72,-5.73468e+17,9.24618e-72
-7.81407e+17,2.6822e-72,-6.69412e+17,4.97997e-72
-9.1214e+17,1.44462e-72,-7.81407e+17,2.6822e-72
-1.06474e+18,7.7807e-73,-9.1214e+17,1.44462e-72
-1.24288e+18,4.19067e-73,-1.06474e+18,7.7807e-73
-1.45082e+18,2.25708e-73,-1.24288e+18,4.19067e-73
-1.69355e+18,1.21566e-73,-1.45082e+18,2.25708e-73
-1.97688e+18,6.5475e-74,-1.69355e+18,1.21566e-73
-2.30762e+18,3.52646e-74,-1.97688e+18,6.5475e-74
-2.6937e+18,1.89934e-74,-2.30762e+18,3.52646e-74
-3.14437e+18,1.02298e-74,-2.6937e+18,1.89934e-74
-3.67043e+18,5.50975e-75,-3.14437e+18,1.02298e-74
-4.28451e+18,2.96754e-75,-3.67043e+18,5.50975e-75
-5.00132e+18,1.59831e-75,-4.28451e+18,2.96754e-75
-5.83806e+18,8.60844e-76,-5.00132e+18,1.59831e-75
-6.8148e+18,4.63648e-76,-5.83806e+18,8.60844e-76
-7.95494e+18,2.4972e-76,-6.8148e+18,4.63648e-76
-9.28583e+18,1.34498e-76,-7.95494e+18,2.4972e-76
-1.08394e+19,7.24404e-77,-9.28583e+18,1.34498e-76
-1.26529e+19,3.90162e-77,-1.08394e+19,7.24404e-77
-1.47697e+19,2.1014e-77,-1.26529e+19,3.90162e-77
-1.72408e+19,1.13181e-77,-1.47697e+19,2.1014e-77
-2.01252e+19,6.0959e-78,-1.72408e+19,1.13181e-77
-2.34922e+19,3.28323e-78,-2.01252e+19,6.0959e-78
-2.74226e+19,1.76834e-78,-2.34922e+19,3.28323e-78
-3.20105e+19,9.52423e-79,-2.74226e+19,1.76834e-78
-3.7366e+19,5.12972e-79,-3.20105e+19,9.52423e-79
-4.36175e+19,2.76286e-79,-3.7366e+19,5.12972e-79
-5.09148e+19,1.48807e-79,-4.36175e+19,2.76286e-79
-5.94331e+19,8.01468e-80,-5.09148e+19,1.48807e-79
-6.93765e+19,4.31669e-80,-5.94331e+19,8.01468e-80
-8.09835e+19,2.32496e-80,-6.93765e+19,4.31669e-80
-9.45323e+19,1.25221e-80,-8.09835e+19,2.32496e-80
-1.10348e+20,6.7444e-81,-9.45323e+19,1.25221e-80
-1.2881e+20,3.63251e-81,-1.10348e+20,6.7444e-81
-1.5036e+20,1.95646e-81,-1.2881e+20,3.63251e-81
-1.75516e+20,1.05374e-81,-1.5036e+20,1.95646e-81
-2.0488e+20,5.67544e-82,-1.75516e+20,1.05374e-81
-2.39158e+20,3.05678e-82,-2.0488e+20,5.67544e-82
-2.7917e+20,1.64637e-82,-2.39158e+20,3.05678e-82
-3.25876e+20,8.86731e-83,-2.7917e+20,1.64637e-82
-3.80396e+20,4.77591e-83,-3.25876e+20,8.86731e-83
-4.44038e+20,2.57229e-83,-3.80396e+20,4.77591e-83
-5.18327e+20,1.38543e-83,-4.44038e+20,2.57229e-83
-6.05045e+20,7.46188e-84,-5.18327e+20,1.38543e-83
-7.06272e+20,4.01895e-84,-6.05045e+20,7.46188e-84
-8.24434e+20,2.1646e-84,-7.06272e+20,4.01895e-84
-9.62365e+20,1.16585e-84,-8.24434e+20,2.1646e-84
-1.12337e+21,6.27921e-85,-9.62365e+20,1.16585e-84
-1.31132e+21,3.38197e-85,-1.12337e+21,6.27921e-85
-1.53071e+21,1.82152e-85,-1.31132e+21,3.38197e-85
-1.7868e+21,9.81064e-86,-1.53071e+21,1.82152e-85
-2.08574e+21,5.28399e-86,-1.7868e+21,9.81064e-86
-2.43469e+21,2.84594e-86,-2.08574e+21,5.28399e-86
-2.84202e+21,1.53282e-86,-2.43469e+21,2.84594e-86
-3.3175e+21,8.2557e-87,-2.84202e+21,1.53282e-86
-3.87254e+21,4.4465e-87,-3.3175e+21,8.2557e-87
-4.52043e+21,2.39487e-87,-3.87254e+21,4.4465e-87
-5.27671e+21,1.28987e-87,-4.52043e+21,2.39487e-87
-6.15953e+21,6.94721e-88,-5.27671e+21,1.28987e-87
-7.19004e+21,3.74175e-88,-6.15953e+21,6.94721e-88
-8.39296e+21,2.0153e-88,-7.19004e+21,3.74175e-88
-9.79714e+21,1.08543e-88,-8.39296e+21,2.0153e-88
-1.14362e+22,5.84611e-89,-9.79714e+21,1.08543e-88
-1.33496e+22,3.1487e-89,-1.14362e+22,5.84611e-89
-1.5583e+22,1.69588e-89,-1.33496e+22,3.1487e-89
-1.81901e+22,9.13397e-90,-1.5583e+22,1.69588e-89
-2.12334e+22,4.91953e-90,-1.81901e+22,9.13397e-90
-2.47858e+22,2.64965e-90,-2.12334e+22,4.91953e-90
-2.89326e+22,1.42709e-90,-2.47858e+22,2.64965e-90
-3.37731e+22,7.68628e-91,-2.89326e+22,1.42709e-90
-3.94235e+22,4.13981e-91,-3.37731e+22,7.68628e-91
-4.60192e+22,2.22969e-91,-3.94235e+22,4.13981e-91
-5.37184e+22,1.2009e-91,-4.60192e+22,2.22969e-91
-6.27057e+22,6.46804e-92,-5.37184e+22,1.2009e-91
-7.31966e+22,3.48367e-92,-6.27057e+22,6.46804e-92
-8.54427e+22,1.87629e-92,-7.31966e+22,3.48367e-92
-9.97376e+22,1.01057e-92,-8.54427e+22,1.87629e-92
-1.16424e+23,5.44289e-93,-9.97376e+22,1.01057e-92
-1.35902e+23,2.93152e-93,-1.16424e+23,5.44289e-93
-1.58639e+23,1.57891e-93,-1.35902e+23,2.93152e-93
-1.8518e+23,8.50397e-94,-1.58639e+23,1.57891e-93
-2.16162e+23,4.58021e-94,-1.8518e+23,8.50397e-94
-2.52326e+23,2.46689e-94,-2.16162e+23,4.58021e-94
-2.94542e+23,1.32866e-94,-2.52326e+23,2.46689e-94
-3.43819e+23,7.15613e-95,-2.94542e+23,1.32866e-94
-4.01342e+23,3.85427e-95,-3.43819e+23,7.15613e-95
-4.68488e+23,2.0759e-95,-4.01342e+23,3.85427e-95
-5.46868e+23,1.11807e-95,-4.68488e+23,2.0759e-95
-6.38361e+23,6.02192e-96,-5.46868e+23,1.11807e-95
-7.45161e+23,3.24339e-96,-6.38361e+23,6.02192e-96
-8.6983e+23,1.74688e-96,-7.45161e+23,3.24339e-96
-1.01536e+24,9.40865e-97,-8.6983e+23,1.74688e-96
-1.18523e+24,5.06747e-97,-1.01536e+24,9.40865e-97
-1.38352e+24,2.72933e-97,-1.18523e+24,5.06747e-97
-1.61499e+24,1.47001e-97,-1.38352e+24,2.72933e-97
-1.88519e+24,7.91742e-98,-1.61499e+24,1.47001e-97
-2.20058e+24,4.2643e-98,-1.88519e+24,7.91742e-98
-2.56875e+24,2.29674e-98,-2.20058e+24,4.2643e-98
-2.99851e+24,1.23702e-98,-2.56875e+24,2.29674e-98
-3.50018e+24,6.66255e-99,-2.99851e+24,1.23702e-98
-4.08577e+24,3.58843e-99,-3.50018e+24,6.66255e-99
-4.76934e+24,1.93272e-99,-4.08577e+24,3.58843e-99
-5.56726e+24,1.04096e-99,-4.76934e+24,1.93272e-99
-6.49869e+24,5.60656e-100,-5.56726e+24,1.04096e-99
-7.58595e+24,3.01968e-100,-6.49869e+24,5.60656e-100
-8.85511e+24,1.62639e-100,-7.58595e+24,3.01968e-100
-1.03366e+25,8.7597e-101,-8.85511e+24,1.62639e-100
-1.2066e+25,4.71795e-101,-1.03366e+25,8.7597e-101
-1.40846e+25,2.54107e-101,-1.2066e+25,4.71795e-101
-1.64411e+25,1.36862e-101,-1.40846e+25,2.54107e-101
-1.91917e+25,7.37133e-102,-1.64411e+25,1.36862e-101
-2.24026e+25,3.97018e-102,-1.91917e+25,7.37133e-102
-2.61506e+25,2.13833e-102,-2.24026e+25,3.97018e-102
-3.05257e+25,1.1517e-102,-2.61506e+25,2.13833e-102
-3.56328e+25,6.20301e-103,-3.05257e+25,1.1517e-102
-4.15943e+25,3.34092e-103,-3.56328e+25,6.20301e-103
-4.85531e+25,1.79941e-103,-4.15943e+25,3.34092e-103
-5.66763e+25,9.69158e-104,-4.85531e+25,1.79941e-103
-6.61584e+25,5.21986e-104,-5.66763e+25,9.69158e-104
-7.7227e+25,2.8114e-104,-6.61584e+25,5.21986e-104
-9.01474e+25,1.51421e-104,-7.7227e+25,2.8114e-104
-1.05229e+26,8.15551e-105,-9.01474e+25,1.51421e-104
-1.22835e+26,4.39254e-105,-1.05229e+26,8.15551e-105
-1.43385e+26,2.36581e-105,-1.22835e+26,4.39254e-105
-1.67374e+26,1.27422e-105,-1.43385e+26,2.36581e-105
-1.95377e+26,6.8629e-106,-1.67374e+26,1.27422e-105
-2.28064e+26,3.69634e-106,-1.95377e+26,6.8629e-106
-2.6622e+26,1.99084e-106,-2.28064e+26,3.69634e-106
-3.1076e+26,1.07226e-106,-2.6622e+26,1.99084e-106
-3.62751e+26,5.77516e-107,-3.1076e+26,1.07226e-106
-4.23441e+26,3.11049e-107,-3.62751e+26,5.77516e-107
-4.94284e+26,1.6753e-107,-4.23441e+26,3.11049e-107
-5.7698e+26,9.02312e-108,-4.94284e+26,1.6753e-107
-6.73511e+26,4.85983e-108,-5.7698e+26,9.02312e-108
-7.86192e+26,2.61749e-108,-6.73511e+26,4.85983e-108
-9.17725e+26,1.40977e-108,-7.86192e+26,2.61749e-108
-1.07126e+27,7.593e-109,-9.17725e+26,1.40977e-108
-1.25049e+27,4.08957e-109,-1.07126e+27,7.593e-109
-1.4597e+27,2.20263e-109,-1.25049e+27,4.08957e-109
-1.70392e+27,1.18633e-109,-1.4597e+27,2.20263e-109
-1.98899e+27,6.38954e-110,-1.70392e+27,1.18633e-109
-2.32176e+27,3.44139e-110,-1.98899e+27,6.38954e-110
-2.71019e+27,1.85352e-110,-2.32176e+27,3.44139e-110
